Folder_Path,Label
train_word_level/P/464.jpg,P
train_word_level/8/528.jpg,8
train_word_level/B/1134.jpg,B
train_word_level/J/222.jpg,J
train_word_level/S/888.jpg,S
train_word_level/J/422.jpg,J
train_word_level/J/338.jpg,J
train_word_level/7/75.jpg,7
train_word_level/8/1096.jpg,8
train_word_level/V/384.jpg,V
train_word_level/9/355.jpg,9
train_word_level/K/1103.jpg,K
train_word_level/Q/634.jpg,Q
train_word_level/I/787.jpg,I
train_word_level/P/634.jpg,P
train_word_level/CHAT/CHAT (4).jpg,CHAT
train_word_level/7/475.jpg,7
train_word_level/P/115.jpg,P
train_word_level/W/809.jpg,W
train_word_level/Q/609.jpg,Q
train_word_level/Q/123.jpg,Q
train_word_level/I/123.jpg,I
train_word_level/I/616.jpg,I
train_word_level/4/75.jpg,4
train_word_level/W/405.jpg,W
train_word_level/E/339.jpg,E
train_word_level/Y/136.jpg,Y
train_word_level/D/461.jpg,D
train_word_level/K/377.jpg,K
train_word_level/L/779.jpg,L
train_word_level/6/392.jpg,6
train_word_level/3/495.jpg,3
train_word_level/Q/630.jpg,Q
train_word_level/Z/902.jpg,Z
train_word_level/Z/492.jpg,Z
train_word_level/6/933.jpg,6
train_word_level/6/724.jpg,6
train_word_level/S/269.jpg,S
train_word_level/R/586.jpg,R
train_word_level/G/439.jpg,G
train_word_level/H/603.jpg,H
train_word_level/3/909.jpg,3
train_word_level/Z/60.jpg,Z
train_word_level/U/1066.jpg,U
train_word_level/Y/1099.jpg,Y
train_word_level/D/664.jpg,D
train_word_level/X/983.jpg,X
train_word_level/9/1026.jpg,9
train_word_level/O/106 copy.jpg,O
train_word_level/C/1040.jpg,C
train_word_level/G/48.jpg,G
train_word_level/D/23.jpg,D
train_word_level/D/372.jpg,D
train_word_level/Z/1097.jpg,Z
train_word_level/B/166.jpg,B
train_word_level/X/232.jpg,X
train_word_level/1/236.jpg,1
train_word_level/STUBBORN/STUBBORN (5).jpg,STUBBORN
train_word_level/U/1183.jpg,U
train_word_level/R/1088.jpg,R
train_word_level/J/1078.jpg,J
train_word_level/I/570.jpg,I
train_word_level/1/1001.jpg,1
train_word_level/Q/56.jpg,Q
train_word_level/V/1168.jpg,V
train_word_level/G/1060.jpg,G
train_word_level/H/146.jpg,H
train_word_level/D/98.jpg,D
train_word_level/E/1050.jpg,E
train_word_level/E/789.jpg,E
train_word_level/D/68.jpg,D
train_word_level/U/1190.jpg,U
train_word_level/N/753.jpg,N
train_word_level/9/870.jpg,9
train_word_level/K/626.jpg,K
train_word_level/K/672.jpg,K
train_word_level/I/647.jpg,I
train_word_level/O/66.jpg,O
train_word_level/G/131.jpg,G
train_word_level/L/1031.jpg,L
train_word_level/C/867.jpg,C
train_word_level/Z/1001.jpg,Z
train_word_level/B/376.jpg,B
train_word_level/1/778.jpg,1
train_word_level/9/350.jpg,9
train_word_level/T/501.jpg,T
train_word_level/Y/1076.jpg,Y
train_word_level/S/524.jpg,S
train_word_level/F/29.jpg,F
train_word_level/O/091.jpg,O
train_word_level/C/211.jpg,C
train_word_level/6/403.jpg,6
train_word_level/B/150.jpg,B
train_word_level/T/1077.jpg,T
train_word_level/6/43.jpg,6
train_word_level/O/823.jpg,O
train_word_level/I/445.jpg,I
train_word_level/O/493.jpg,O
train_word_level/N/251.jpg,N
train_word_level/6/1035.jpg,6
train_word_level/5/82.jpg,5
train_word_level/L/206.jpg,L
train_word_level/L/710.jpg,L
train_word_level/F/807.jpg,F
train_word_level/I/254.jpg,I
train_word_level/1/414.jpg,1
train_word_level/Z/43.jpg,Z
train_word_level/3/1092.jpg,3
train_word_level/H/437.jpg,H
train_word_level/3/541.jpg,3
train_word_level/3/947.jpg,3
train_word_level/A/433.jpg,A
train_word_level/2/888.jpg,2
train_word_level/L/314.jpg,L
train_word_level/N/697.jpg,N
train_word_level/J/56.jpg,J
train_word_level/I/1132.jpg,I
train_word_level/8/187.jpg,8
train_word_level/9/897.jpg,9
train_word_level/3/1085.jpg,3
train_word_level/M/452.jpg,M
train_word_level/Q/1119.jpg,Q
train_word_level/5/902.jpg,5
train_word_level/Q/669.jpg,Q
train_word_level/O/014.jpg,O
train_word_level/D/559.jpg,D
train_word_level/H/723.jpg,H
train_word_level/7/524.jpg,7
train_word_level/7/5.jpg,7
train_word_level/D/1090.jpg,D
train_word_level/W/12.jpg,W
train_word_level/9/94.jpg,9
train_word_level/R/1104.jpg,R
train_word_level/9/28.jpg,9
train_word_level/1/800.jpg,1
train_word_level/3/820.jpg,3
train_word_level/X/564.jpg,X
train_word_level/4/500.jpg,4
train_word_level/S/147.jpg,S
train_word_level/L/1186.jpg,L
train_word_level/6/52.jpg,6
train_word_level/E/1097.jpg,E
train_word_level/2/293.jpg,2
train_word_level/Y/35.jpg,Y
train_word_level/6/41.jpg,6
train_word_level/A/643.jpg,A
train_word_level/V/438.jpg,V
train_word_level/N/458.jpg,N
train_word_level/3/916.jpg,3
train_word_level/R/805.jpg,R
train_word_level/1/406.jpg,1
train_word_level/D/602.jpg,D
train_word_level/X/120.jpg,X
train_word_level/2/999.jpg,2
train_word_level/N/268.jpg,N
train_word_level/X/500.jpg,X
train_word_level/N/529.jpg,N
train_word_level/P/104.jpg,P
train_word_level/J/626.jpg,J
train_word_level/H/807.jpg,H
train_word_level/R/27.jpg,R
train_word_level/4/156.jpg,4
train_word_level/B/510.jpg,B
train_word_level/OUTSIDE/OUTSIDE (2).jpg,OUTSIDE
train_word_level/F/300.jpg,F
train_word_level/I/532.jpg,I
train_word_level/H/917.jpg,H
train_word_level/Y/408.jpg,Y
train_word_level/U/767.jpg,U
train_word_level/I/794.jpg,I
train_word_level/5/1051.jpg,5
train_word_level/M/87.jpg,M
train_word_level/C/1187.jpg,C
train_word_level/K/214.jpg,K
train_word_level/N/815.jpg,N
train_word_level/L/336.jpg,L
train_word_level/G/254.jpg,G
train_word_level/K/185.jpg,K
train_word_level/BEAUTIFUL/BEAUTIFUL (1).jpg,BEAUTIFUL
train_word_level/W/621.jpg,W
train_word_level/4/1075.jpg,4
train_word_level/5/585.jpg,5
train_word_level/L/410.jpg,L
train_word_level/V/487.jpg,V
train_word_level/E/1099.jpg,E
train_word_level/6/593.jpg,6
train_word_level/K/597.jpg,K
train_word_level/Y/708.jpg,Y
train_word_level/V/7.jpg,V
train_word_level/7/1031.jpg,7
train_word_level/Q/102.jpg,Q
train_word_level/T/727.jpg,T
train_word_level/C/333.jpg,C
train_word_level/P/218.jpg,P
train_word_level/M/56.jpg,M
train_word_level/Z/36.jpg,Z
train_word_level/BRING/BRING-5.jpg,BRING
train_word_level/B/877.jpg,B
train_word_level/I/827.jpg,I
train_word_level/A/900.jpg,A
train_word_level/M/91.jpg,M
train_word_level/O/128.jpg,O
train_word_level/E/501.jpg,E
train_word_level/I/368.jpg,I
train_word_level/X/508.jpg,X
train_word_level/Y/391.jpg,Y
train_word_level/W/945.jpg,W
train_word_level/M/996.jpg,M
train_word_level/Q/631.jpg,Q
train_word_level/6/329.jpg,6
train_word_level/Y/1068.jpg,Y
train_word_level/R/717.jpg,R
train_word_level/REALLY/REALLY 2 (4).jpg,REALLY
train_word_level/E/50.jpg,E
train_word_level/D/750.jpg,D
train_word_level/7/759.jpg,7
train_word_level/B/615.jpg,B
train_word_level/Z/546.jpg,Z
train_word_level/K/874.jpg,K
train_word_level/L/347.jpg,L
train_word_level/G/946.jpg,G
train_word_level/F/1021.jpg,F
train_word_level/1/961.jpg,1
train_word_level/C/730.jpg,C
train_word_level/9/953.jpg,9
train_word_level/I/951.jpg,I
train_word_level/2/584.jpg,2
train_word_level/G/703.jpg,G
train_word_level/8/741.jpg,8
train_word_level/G/912.jpg,G
train_word_level/1/329.jpg,1
train_word_level/J/545.jpg,J
train_word_level/3/704.jpg,3
train_word_level/V/410.jpg,V
train_word_level/K/446.jpg,K
train_word_level/K/654.jpg,K
train_word_level/S/691.jpg,S
train_word_level/L/861.jpg,L
train_word_level/6/381.jpg,6
train_word_level/P/525.jpg,P
train_word_level/7/589.jpg,7
train_word_level/S/242.jpg,S
train_word_level/X/268.jpg,X
train_word_level/X/1170.jpg,X
train_word_level/F/893.jpg,F
train_word_level/4/262.jpg,4
train_word_level/9/659.jpg,9
train_word_level/A/879.jpg,A
train_word_level/U/382.jpg,U
train_word_level/L/449.jpg,L
train_word_level/T/1054.jpg,T
train_word_level/H/1102.jpg,H
train_word_level/I/158.jpg,I
train_word_level/H/82.jpg,H
train_word_level/F/887.jpg,F
train_word_level/E/543.jpg,E
train_word_level/J/365.jpg,J
train_word_level/3/328.jpg,3
train_word_level/8/435.jpg,8
train_word_level/S/980.jpg,S
train_word_level/1/499.jpg,1
train_word_level/A/1118.jpg,A
train_word_level/G/357.jpg,G
train_word_level/M/524.jpg,M
train_word_level/Q/97.jpg,Q
train_word_level/Y/1171.jpg,Y
train_word_level/6/861.jpg,6
train_word_level/A/987.jpg,A
train_word_level/V/1004.jpg,V
train_word_level/4/497.jpg,4
train_word_level/E/175.jpg,E
train_word_level/Q/973.jpg,Q
train_word_level/X/1111.jpg,X
train_word_level/A/1000.jpg,A
train_word_level/J/527.jpg,J
train_word_level/G/1049.jpg,G
train_word_level/O/701.jpg,O
train_word_level/SITTING/SITTING (4).jpg,SITTING
train_word_level/F/442.jpg,F
train_word_level/V/136.jpg,V
train_word_level/I/64.jpg,I
train_word_level/O/1111.jpg,O
train_word_level/L/727.jpg,L
train_word_level/X/341.jpg,X
train_word_level/1/313.jpg,1
train_word_level/E/99.jpg,E
train_word_level/Y/291.jpg,Y
train_word_level/I_ME_MINE_MY/I (43).jpg,I_ME_MINE_MY
train_word_level/P/322.jpg,P
train_word_level/7/424.jpg,7
train_word_level/I/085.jpg,I
train_word_level/G/188.jpg,G
train_word_level/Y/492.jpg,Y
train_word_level/H/286.jpg,H
train_word_level/Q/4.jpg,Q
train_word_level/W/470.jpg,W
train_word_level/9/292.jpg,9
train_word_level/D/788.jpg,D
train_word_level/U/392.jpg,U
train_word_level/C/609.jpg,C
train_word_level/1/720.jpg,1
train_word_level/D/474.jpg,D
train_word_level/I/643.jpg,I
train_word_level/M/651.jpg,M
train_word_level/7/1191.jpg,7
train_word_level/H/107.jpg,H
train_word_level/P/129.jpg,P
train_word_level/2/763.jpg,2
train_word_level/B/196.jpg,B
train_word_level/E/435.jpg,E
train_word_level/K/1017.jpg,K
train_word_level/I/912.jpg,I
train_word_level/W/518.jpg,W
train_word_level/I/076.jpg,I
train_word_level/D/786.jpg,D
train_word_level/3/498.jpg,3
train_word_level/L/929.jpg,L
train_word_level/O/503.jpg,O
train_word_level/E/537.jpg,E
train_word_level/W/837.jpg,W
train_word_level/A/276.jpg,A
train_word_level/N/1061.jpg,N
train_word_level/H/971.jpg,H
train_word_level/D/294.jpg,D
train_word_level/K/625.jpg,K
train_word_level/C/505.jpg,C
train_word_level/X/1060.jpg,X
train_word_level/4/812.jpg,4
train_word_level/4/978.jpg,4
train_word_level/E/379.jpg,E
train_word_level/H/345.jpg,H
train_word_level/L/362.jpg,L
train_word_level/R/686.jpg,R
train_word_level/1/972.jpg,1
train_word_level/J/599.jpg,J
train_word_level/G/786.jpg,G
train_word_level/M/657.jpg,M
train_word_level/G/99.jpg,G
train_word_level/9/790.jpg,9
train_word_level/E/427.jpg,E
train_word_level/R/700.jpg,R
train_word_level/U/568.jpg,U
train_word_level/Y/901.jpg,Y
train_word_level/F/740.jpg,F
train_word_level/Q/758.jpg,Q
train_word_level/K/508.jpg,K
train_word_level/7/1067.jpg,7
train_word_level/A/1046.jpg,A
train_word_level/D/654.jpg,D
train_word_level/6/566.jpg,6
train_word_level/D/1191.jpg,D
train_word_level/P/264.jpg,P
train_word_level/9/814.jpg,9
train_word_level/Z/1107.jpg,Z
train_word_level/B/1124.jpg,B
train_word_level/X/763.jpg,X
train_word_level/G/722.jpg,G
train_word_level/S/879.jpg,S
train_word_level/A/56.jpg,A
train_word_level/V/843.jpg,V
train_word_level/X/1128.jpg,X
train_word_level/N/1034.jpg,N
train_word_level/Z/115.jpg,Z
train_word_level/2/162.jpg,2
train_word_level/2/1168.jpg,2
train_word_level/I_ME_MINE_MY/ME-555.jpg,I_ME_MINE_MY
train_word_level/5/509.jpg,5
train_word_level/4/243.jpg,4
train_word_level/L/790.jpg,L
train_word_level/6/818.jpg,6
train_word_level/4/603.jpg,4
train_word_level/6/225.jpg,6
train_word_level/U/424.jpg,U
train_word_level/H/925.jpg,H
train_word_level/I/127 copy.jpg,I
train_word_level/D/841.jpg,D
train_word_level/1/809.jpg,1
train_word_level/T/960.jpg,T
train_word_level/O/337.jpg,O
train_word_level/M/643.jpg,M
train_word_level/9/387.jpg,9
train_word_level/B/827.jpg,B
train_word_level/R/458.jpg,R
train_word_level/P/235.jpg,P
train_word_level/U/138.jpg,U
train_word_level/O/403.jpg,O
train_word_level/5/682.jpg,5
train_word_level/6/226.jpg,6
train_word_level/2/365.jpg,2
train_word_level/L/943.jpg,L
train_word_level/9/986.jpg,9
train_word_level/D/644.jpg,D
train_word_level/Q/82.jpg,Q
train_word_level/4/536.jpg,4
train_word_level/X/185.jpg,X
train_word_level/3/499.jpg,3
train_word_level/1/218.jpg,1
train_word_level/Y/1186.jpg,Y
train_word_level/9/1081.jpg,9
train_word_level/M/639.jpg,M
train_word_level/V/377.jpg,V
train_word_level/E/166.jpg,E
train_word_level/S/291.jpg,S
train_word_level/G/758.jpg,G
train_word_level/C/032.jpg,C
train_word_level/T/222.jpg,T
train_word_level/B/686.jpg,B
train_word_level/5/887.jpg,5
train_word_level/F/102.jpg,F
train_word_level/2/680.jpg,2
train_word_level/1/202.jpg,1
train_word_level/K/1138.jpg,K
train_word_level/L/67.jpg,L
train_word_level/L/724.jpg,L
train_word_level/2/935.jpg,2
train_word_level/U/1137.jpg,U
train_word_level/W/242.jpg,W
train_word_level/4/657.jpg,4
train_word_level/R/875.jpg,R
train_word_level/C/72.jpg,C
train_word_level/T/852.jpg,T
train_word_level/7/851.jpg,7
train_word_level/G/671.jpg,G
train_word_level/6/34.jpg,6
train_word_level/M/698.jpg,M
train_word_level/B/553.jpg,B
train_word_level/J/349.jpg,J
train_word_level/J/519.jpg,J
train_word_level/G/664.jpg,G
train_word_level/K/1125.jpg,K
train_word_level/5/162.jpg,5
train_word_level/S/667.jpg,S
train_word_level/C/791.jpg,C
train_word_level/Y/81.jpg,Y
train_word_level/6/645.jpg,6
train_word_level/P/664.jpg,P
train_word_level/9/863.jpg,9
train_word_level/U/146.jpg,U
train_word_level/4/1018.jpg,4
train_word_level/2/1042.jpg,2
train_word_level/9/732.jpg,9
train_word_level/O/155.jpg,O
train_word_level/B/1097.jpg,B
train_word_level/X/1025.jpg,X
train_word_level/P/693.jpg,P
train_word_level/P/653.jpg,P
train_word_level/I_ME_MINE_MY/ME-222.jpg,I_ME_MINE_MY
train_word_level/I/083.jpg,I
train_word_level/W/529.jpg,W
train_word_level/5/727.jpg,5
train_word_level/N/88.jpg,N
train_word_level/R/912.jpg,R
train_word_level/N/464.jpg,N
train_word_level/P/463.jpg,P
train_word_level/4/971.jpg,4
train_word_level/S/322.jpg,S
train_word_level/K/550.jpg,K
train_word_level/F/759.jpg,F
train_word_level/N/1117.jpg,N
train_word_level/4/292.jpg,4
train_word_level/I/1029.jpg,I
train_word_level/W/684.jpg,W
train_word_level/LIKE_LOVE/love or like (5).jpg,LIKE_LOVE
train_word_level/B/754.jpg,B
train_word_level/X/83.jpg,X
train_word_level/T/46.jpg,T
train_word_level/N/44.jpg,N
train_word_level/O/416.jpg,O
train_word_level/O/662.jpg,O
train_word_level/Y/982.jpg,Y
train_word_level/E/274.jpg,E
train_word_level/P/431.jpg,P
train_word_level/J/959.jpg,J
train_word_level/T/677.jpg,T
train_word_level/M/396.jpg,M
train_word_level/J/496.jpg,J
train_word_level/E/376.jpg,E
train_word_level/2/973.jpg,2
train_word_level/V/933.jpg,V
train_word_level/C/1105.jpg,C
train_word_level/B/587.jpg,B
train_word_level/C/763.jpg,C
train_word_level/BAD/BAD (2).jpg,BAD
train_word_level/S/682.jpg,S
train_word_level/R/853.jpg,R
train_word_level/Y/960.jpg,Y
train_word_level/HEART/HEART (4).jpg,HEART
train_word_level/4/228.jpg,4
train_word_level/H/44.jpg,H
train_word_level/S/8.jpg,S
train_word_level/5/810.jpg,5
train_word_level/K/228.jpg,K
train_word_level/K/255.jpg,K
train_word_level/6/801.jpg,6
train_word_level/M/1170.jpg,M
train_word_level/S/858.jpg,S
train_word_level/C/109.jpg,C
train_word_level/R/307.jpg,R
train_word_level/X/1091.jpg,X
train_word_level/X/365.jpg,X
train_word_level/5/822.jpg,5
train_word_level/T/100.jpg,T
train_word_level/W/686.jpg,W
train_word_level/P/27.jpg,P
train_word_level/O/15.jpg,O
train_word_level/G/773.jpg,G
train_word_level/7/1199.jpg,7
train_word_level/G/1134.jpg,G
train_word_level/3/423.jpg,3
train_word_level/V/469.jpg,V
train_word_level/B/278.jpg,B
train_word_level/B/389.jpg,B
train_word_level/Z/333.jpg,Z
train_word_level/6/601.jpg,6
train_word_level/S/619.jpg,S
train_word_level/8/23.jpg,8
train_word_level/G/757.jpg,G
train_word_level/SOME HOW/SOMEHOW (2).jpg,SOME HOW
train_word_level/J/280.jpg,J
train_word_level/T/4.jpg,T
train_word_level/V/638.jpg,V
train_word_level/SOME ONE/SOMEONE (8).jpg,SOME ONE
train_word_level/9/770.jpg,9
train_word_level/F/998.jpg,F
train_word_level/X/79.jpg,X
train_word_level/O/700.jpg,O
train_word_level/U/840.jpg,U
train_word_level/2/574.jpg,2
train_word_level/O/986.jpg,O
train_word_level/X/340.jpg,X
train_word_level/G/1032.jpg,G
train_word_level/5/145.jpg,5
train_word_level/Z/40.jpg,Z
train_word_level/N/362.jpg,N
train_word_level/F/590.jpg,F
train_word_level/1/659.jpg,1
train_word_level/V/845.jpg,V
train_word_level/7/711.jpg,7
train_word_level/T/746.jpg,T
train_word_level/P/1068.jpg,P
train_word_level/C/623.jpg,C
train_word_level/D/83.jpg,D
train_word_level/W/1084.jpg,W
train_word_level/Y/214.jpg,Y
train_word_level/H/902.jpg,H
train_word_level/Z/431.jpg,Z
train_word_level/P/531.jpg,P
train_word_level/NICE/NICE (5).jpg,NICE
train_word_level/L/242.jpg,L
train_word_level/Z/248.jpg,Z
train_word_level/Y/1096.jpg,Y
train_word_level/5/409.jpg,5
train_word_level/4/1028.jpg,4
train_word_level/W/1191.jpg,W
train_word_level/C/34.jpg,C
train_word_level/V/820.jpg,V
train_word_level/M/164.jpg,M
train_word_level/I/1004.jpg,I
train_word_level/T/447.jpg,T
train_word_level/4/150.jpg,4
train_word_level/1/1036.jpg,1
train_word_level/H/1051.jpg,H
train_word_level/Z/859.jpg,Z
train_word_level/1/138.jpg,1
train_word_level/X/1134.jpg,X
train_word_level/D/428.jpg,D
train_word_level/4/1154.jpg,4
train_word_level/4/598.jpg,4
train_word_level/3/1081.jpg,3
train_word_level/WHO/WHO-5.jpg,WHO
train_word_level/9/344.jpg,9
train_word_level/Z/1198.jpg,Z
train_word_level/PROMISE/PROMISE (5).jpg,PROMISE
train_word_level/B/580.jpg,B
train_word_level/D/688.jpg,D
train_word_level/J/945.jpg,J
train_word_level/Q/675.jpg,Q
train_word_level/N/1.jpg,N
train_word_level/K/456.jpg,K
train_word_level/J/630.jpg,J
train_word_level/W/1133.jpg,W
train_word_level/L/297.jpg,L
train_word_level/Y/8.jpg,Y
train_word_level/H/830.jpg,H
train_word_level/Q/954.jpg,Q
train_word_level/V/040.jpg,V
train_word_level/U/788.jpg,U
train_word_level/B/909.jpg,B
train_word_level/1/362.jpg,1
train_word_level/X/517.jpg,X
train_word_level/Y/91.jpg,Y
train_word_level/D/330.jpg,D
train_word_level/A/1168.jpg,A
train_word_level/2/234.jpg,2
train_word_level/W/171.jpg,W
train_word_level/N/828.jpg,N
train_word_level/D/109.jpg,D
train_word_level/8/802.jpg,8
train_word_level/C/1197.jpg,C
train_word_level/L/1106.jpg,L
train_word_level/O/886.jpg,O
train_word_level/YOU/YOU (1).jpg,YOU
train_word_level/M/581.jpg,M
train_word_level/X/105.jpg,X
train_word_level/A/401.jpg,A
train_word_level/Y/208.jpg,Y
train_word_level/X/1135.jpg,X
train_word_level/M/446.jpg,M
train_word_level/5/869.jpg,5
train_word_level/P/993.jpg,P
train_word_level/A/564.jpg,A
train_word_level/Y/305.jpg,Y
train_word_level/J/1007.jpg,J
train_word_level/9/873.jpg,9
train_word_level/T/612.jpg,T
train_word_level/5/1170.jpg,5
train_word_level/CHAT/CHAT (5).jpg,CHAT
train_word_level/E/194.jpg,E
train_word_level/K/1097.jpg,K
train_word_level/Q/935.jpg,Q
train_word_level/P/970.jpg,P
train_word_level/R/866.jpg,R
train_word_level/Z/108.jpg,Z
train_word_level/W/1150.jpg,W
train_word_level/Z/542.jpg,Z
train_word_level/2/441.jpg,2
train_word_level/7/248.jpg,7
train_word_level/R/975.jpg,R
train_word_level/B/216.jpg,B
train_word_level/O/871.jpg,O
train_word_level/I/534.jpg,I
train_word_level/5/239.jpg,5
train_word_level/9/1153.jpg,9
train_word_level/3/1115.jpg,3
train_word_level/J/1153.jpg,J
train_word_level/I/173 copy.jpg,I
train_word_level/O/1134.jpg,O
train_word_level/9/250.jpg,9
train_word_level/C/479.jpg,C
train_word_level/Z/88.jpg,Z
train_word_level/V/17.jpg,V
train_word_level/E/353.jpg,E
train_word_level/A/1099.jpg,A
train_word_level/3/406.jpg,3
train_word_level/2/568.jpg,2
train_word_level/Y/820.jpg,Y
train_word_level/I/144.jpg,I
train_word_level/Z/802.jpg,Z
train_word_level/4/653.jpg,4
train_word_level/9/87.jpg,9
train_word_level/9/341.jpg,9
train_word_level/Z/677.jpg,Z
train_word_level/C/167.jpg,C
train_word_level/5/955.jpg,5
train_word_level/2/10.jpg,2
train_word_level/E/335.jpg,E
train_word_level/7/290.jpg,7
train_word_level/V/783.jpg,V
train_word_level/9/295.jpg,9
train_word_level/H/890.jpg,H
train_word_level/4/1081.jpg,4
train_word_level/4/407.jpg,4
train_word_level/B/446.jpg,B
train_word_level/L/518.jpg,L
train_word_level/A/452.jpg,A
train_word_level/I/917.jpg,I
train_word_level/H/1186.jpg,H
train_word_level/3/747.jpg,3
train_word_level/H/160.jpg,H
train_word_level/W/159.jpg,W
train_word_level/S/421.jpg,S
train_word_level/E/1155.jpg,E
train_word_level/A/779.jpg,A
train_word_level/R/423.jpg,R
train_word_level/L/819.jpg,L
train_word_level/9/262.jpg,9
train_word_level/R/66.jpg,R
train_word_level/F/494.jpg,F
train_word_level/K/948.jpg,K
train_word_level/C/286.jpg,C
train_word_level/M/645.jpg,M
train_word_level/X/177.jpg,X
train_word_level/Z/1065.jpg,Z
train_word_level/DIFFERENCE/DIFFERENCE (2).jpg,DIFFERENCE
train_word_level/X/711.jpg,X
train_word_level/C/1135.jpg,C
train_word_level/J/184.jpg,J
train_word_level/O/317.jpg,O
train_word_level/7/1003.jpg,7
train_word_level/I/200.jpg,I
train_word_level/K/588.jpg,K
train_word_level/E/1011.jpg,E
train_word_level/F/27.jpg,F
train_word_level/F/830.jpg,F
train_word_level/C/740.jpg,C
train_word_level/J/824.jpg,J
train_word_level/1/519.jpg,1
train_word_level/N/693.jpg,N
train_word_level/E/627.jpg,E
train_word_level/E/882.jpg,E
train_word_level/S/577.jpg,S
train_word_level/J/848.jpg,J
train_word_level/F/1064.jpg,F
train_word_level/TAKE TIME/TIME (1).jpg,TAKE TIME
train_word_level/L/270.jpg,L
train_word_level/K/3.jpg,K
train_word_level/1/252.jpg,1
train_word_level/L/1017.jpg,L
train_word_level/G/52.jpg,G
train_word_level/M/494.jpg,M
train_word_level/G/1050.jpg,G
train_word_level/N/1078.jpg,N
train_word_level/6/180.jpg,6
train_word_level/3/689.jpg,3
train_word_level/DIFFERENCE/difference (3) 41.jpg,DIFFERENCE
train_word_level/3/1097.jpg,3
train_word_level/K/608.jpg,K
train_word_level/C/55.jpg,C
train_word_level/T/1147.jpg,T
train_word_level/7/621.jpg,7
train_word_level/P/390.jpg,P
train_word_level/7/527.jpg,7
train_word_level/K/610.jpg,K
train_word_level/2/846.jpg,2
train_word_level/X/936.jpg,X
train_word_level/F/1117.jpg,F
train_word_level/O/245.jpg,O
train_word_level/L/844.jpg,L
train_word_level/4/38.jpg,4
train_word_level/7/140.jpg,7
train_word_level/4/865.jpg,4
train_word_level/A/466.jpg,A
train_word_level/S/732.jpg,S
train_word_level/I/175.jpg,I
train_word_level/V/348.jpg,V
train_word_level/T/590.jpg,T
train_word_level/W/956.jpg,W
